Stream,D84,D50,S,Q,h,w,V,V_pred,D_mob,V_adj,h_calc,w_adj,Di_D50,tau_g_star
Fourth of July Creek,0.11,0.0515,0.02,0.52669248,0.241873481206695,6.20493492042869,0.350365695327599,0.952378492081005,0.0068,1.41348067305819,0.072345381471359,5.1505763920191,0.132038834951456,0.128957899235934
Fourth of July Creek,0.11,0.0515,0.02,0.5380192,0.243472596175251,6.22357837973148,0.354489959277487,0.959996581957142,0.0012,1.70393852670212,0.062061885575893,5.08766942079147,0.023300970873787,0.626887733089822
Fourth of July Creek,0.11,0.0515,0.02,0.5380192,0.243472596175251,6.22357837973148,0.354489959277487,0.959996581957142,0.0017,1.64395741298787,0.064164800088446,5.10047072474606,0.033009708737864,0.457503030933661
Fourth of July Creek,0.11,0.0515,0.02,0.66261312,0.259696590271529,6.40907481977289,0.397519263959668,1.03711029393667,0.0055,1.57627392219643,0.08079546396989,5.20284961190891,0.106796116504854,0.17806162858378
Fourth of July Creek,0.11,0.0515,0.02,0.66261312,0.259696590271529,6.40907481977289,0.397519263959668,1.03711029393667,0.003,1.67838802378803,0.076290004839239,5.17491262068972,0.058252427184466,0.308242443794904
Fourth of July Creek,0.11,0.0515,0.02,0.75605856,0.270527011013331,6.52941080448764,0.427435561800509,1.08836430719289,0.002,1.84004560195493,0.079131454632612,5.19251407093054,0.038834951456311,0.479584573530982
Fourth of July Creek,0.11,0.0515,0.02,0.75605856,0.270527011013331,6.52941080448764,0.427435561800509,1.08836430719289,0.0028,1.77699033061596,0.081689431865992,5.20841074255765,0.054368932038835,0.353633904181785
Fourth of July Creek,0.11,0.0515,0.02,0.93162272,0.288599560964355,6.72450819675137,0.479454282268151,1.17338495001001,0.0041,1.84747592353386,0.095260513021091,5.2935664793349,0.079611650485437,0.281627532952227
Fourth of July Creek,0.11,0.0515,0.02,0.93162272,0.288599560964355,6.72450819675137,0.479454282268151,1.17338495001001,0.0039,1.8571334701093,0.094815556480584,5.2907525161278,0.075728155339806,0.294687044228698
Fourth of July Creek,0.11,0.0515,0.02,0.84100896,0.279597168419605,6.62818413746545,0.453216283520454,1.13111962000093,0.0122,1.58688204282526,0.099599164903244,5.32108324652695,0.236893203883495,0.098955951220312
Fourth of July Creek,0.11,0.0515,0.02,0.84100896,0.279597168419605,6.62818413746545,0.453216283520454,1.13111962000093,0.0105,1.61194202181886,0.098213281350381,5.31227812965535,0.203883495145631,0.113377525368405
Fourth of July Creek,0.11,0.0515,0.02,0.6937616,0.263417626833923,6.45072196465287,0.407690699751272,1.05474258575459,0.003,1.70786108390523,0.078308318485868,5.1874089776498,0.058252427184466,0.316397246407547
Fourth of July Creek,0.11,0.0515,0.02,0.6937616,0.263417626833923,6.45072196465287,0.407690699751272,1.05474258575459,0.0094,1.51705363877479,0.087223224744627,5.24296748466401,0.18252427184466,0.112473532875083
Fourth of July Creek,0.11,0.0515,0.02,0.57199936,0.248134650788782,6.27755387778637,0.366633978220187,0.982190469709424,0.0018,1.67300015828675,0.066820676815075,5.1166841747226,0.03495145631068,0.449970887643603
Fourth of July Creek,0.11,0.0515,0.02,0.57199936,0.248134650788782,6.27755387778637,0.366633978220187,0.982190469709424,0.0028,1.59849271701108,0.069695425128314,5.13429187062324,0.054368932038835,0.301711797092268
Fourth of July Creek,0.11,0.0515,0.02,0.34829664,0.212796122193252,5.8534582678028,0.279085497553048,0.813583336802583,0.0025,1.33709667577194,0.051829615456727,5.02583841511183,0.048543689320388,0.251295105244735
Fourth of July Creek,0.11,0.0515,0.02,0.34829664,0.212796122193252,5.8534582678028,0.279085497553048,0.813583336802583,0.0012,1.44136641537075,0.048284271156979,5.00459055569924,0.023300970873787,0.487719910676553
Fourth of July Creek,0.11,0.0515,0.02,0.154609728,0.165473578104173,5.22011497142444,0.178544062193066,0.589092490884313,0.018,0.797955461346436,0.039141266522521,4.95020857387632,0.349514563106796,0.026357755234021
Fourth of July Creek,0.11,0.0515,0.02,0.227383904,0.186470656942351,5.51189324574333,0.220741001156232,0.688164301906517,0.001,1.2443936320552,0.037007132997352,4.93760019296263,0.019417475728155,0.448571309058816
Fourth of July Creek,0.11,0.0515,0.02,0.47289056,0.233935099277236,6.11137492745711,0.330204902716615,0.914526098812521,0.001,1.65228276154205,0.056620712306245,5.05469568334246,0.019417475728155,0.686311664318117
Fourth of July Creek,0.11,0.0515,0.02,0.47289056,0.233935099277236,6.11137492745711,0.330204902716615,0.914526098812521,0.0075,1.34301332627699,0.068664864881023,5.12797278192803,0.145631067961165,0.110973518999633
Fourth of July Creek,0.11,0.0515,0.02,0.51536576,0.240250447539036,6.18594381885571,0.346201321591635,0.944643865592905,0.0035,1.50124785785163,0.067072482837821,5.11822405860338,0.067961165048544,0.232285654849597
Fourth of July Creek,0.11,0.0515,0.02,0.51536576,0.240250447539036,6.18594381885571,0.346201321591635,0.944643865592905,0.0025,1.55419361483001,0.064951839259745,5.10527003424759,0.048543689320388,0.314918008532097
Fourth of July Creek,0.11,0.0515,0.02,0.72491008,0.267025055339897,6.49079272608642,0.417658610163531,1.07181416459204,0.004,1.68545769544285,0.08249745540833,5.2134423510027,0.077669902912621,0.249992289116153
Fourth of July Creek,0.11,0.0515,0.02,0.72491008,0.267025055339897,6.49079272608642,0.417658610163531,1.07181416459204,0.002,1.81095668276267,0.077262430022794,5.18092961337937,0.038834951456311,0.468257151653297
Fourth of July Creek,0.11,0.0515,0.02,1.27142432,0.317775776267943,7.02591092977921,0.568885606310421,1.30902753278285,0.008,1.93340156019358,0.120532555564491,5.45587114004159,0.155339805825243,0.182625084188623
Fourth of July Creek,0.11,0.0515,0.02,1.93403744,0.361859674682459,7.45399719359662,0.716507672151612,1.50950662154232,0.0095,2.21200176123344,0.153977716535633,5.67834189144201,0.184466019417476,0.196462796217713
Fourth of July Creek,0.11,0.0515,0.02,1.93403744,0.361859674682459,7.45399719359662,0.716507672151612,1.50950662154232,0.0365,1.9152978125774,0.173690656220822,5.81369436827632,0.70873786407767,0.057680583219866
Fourth of July Creek,0.11,0.0515,0.02,2.3786112,0.385806367718952,7.67466248116083,0.802865997571725,1.61593762195715,0.015,2.26806144097776,0.179206520885056,5.852141664794,0.29126213592233,0.144813350210147
Fourth of July Creek,0.11,0.0515,0.02,2.3786112,0.385806367718952,7.67466248116083,0.802865997571725,1.61593762195715,0.023,2.1659987243152,0.186109278138719,5.90061442730643,0.446601941747573,0.09808130600196
Fourth of July Creek,0.11,0.0515,0.02,2.14641344,0.37372628986339,7.56430904064761,0.758765404294756,1.56247157764047,0.0215,2.10383981183977,0.175177123057178,5.82403057313365,0.41747572815534,0.098760886853941
Fourth of July Creek,0.11,0.0515,0.02,2.14641344,0.37372628986339,7.56430904064761,0.758765404294756,1.56247157764047,0.013,2.22052423256071,0.167501185226908,5.77085248907982,0.252427184466019,0.156178261283831
Fourth of July Creek,0.11,0.0515,0.02,1.74431488,0.350471932312156,7.346268308896,0.676953518299242,1.45827133779585,0.005,2.28126099671834,0.137357929231104,5.5666788744451,0.097087378640777,0.332988919348131
Fourth of July Creek,0.11,0.0515,0.02,1.74431488,0.350471932312156,7.346268308896,0.676953518299242,1.45827133779585,0.0195,1.9739239718715,0.155364952144003,5.68776294983965,0.378640776699029,0.096574950827663
Fourth of July Creek,0.11,0.0515,0.02,1.46397856,0.331961805260339,7.16701102038277,0.614765173537936,1.37416026487926,0.008,2.0361031809092,0.130262959597197,5.51968136589819,0.155339805825243,0.197368120601814
Fourth of July Creek,0.11,0.0515,0.02,1.46397856,0.331961805260339,7.16701102038277,0.614765173537936,1.37416026487926,0.009,2.0109061294196,0.131673110521356,5.5289905899394,0.174757281553398,0.177337522587685
Fourth of July Creek,0.11,0.0515,0.02,1.30823616,0.320597193562953,7.05424313574753,0.577886494077849,1.32202644755011,0.007,1.98149281154942,0.120951715524949,5.45860464945054,0.135922330097087,0.209440200043201
Fourth of July Creek,0.11,0.0515,0.02,1.30823616,0.320597193562953,7.05424313574753,0.577886494077849,1.32202644755011,0.007,1.98149281154942,0.120951715524949,5.45860464945054,0.135922330097087,0.209440200043201
Fourth of July Creek,0.11,0.0515,0.02,1.59706752,0.341028939876505,7.25548183858795,0.644900873564452,1.41548844174294,0.0155,1.95936497157159,0.145079050627946,5.61827885721264,0.300970873786408,0.113453803032607
Fourth of July Creek,0.11,0.0515,0.02,1.59706752,0.341028939876505,7.25548183858795,0.644900873564452,1.41548844174294,0.0155,1.95936497157159,0.145079050627946,5.61827885721264,0.300970873786408,0.113453803032607
Fourth of July Creek,0.11,0.0515,0.02,2.45506656,0.389605080030285,7.70897431064946,0.81695843588351,1.63265569872426,0.031,2.12077393667016,0.19428119251296,5.95851878026454,0.601941747572816,0.075965275664892
Fourth of July Creek,0.11,0.0515,0.02,2.45506656,0.389605080030285,7.70897431064946,0.81695843588351,1.63265569872426,0.019,2.23591728902481,0.186089030066346,5.90047165513249,0.368932038834951,0.118717084571831
Fourth of July Creek,0.11,0.0515,0.02,2.62779904,0.39789612044519,7.78323548372855,0.848087856931546,1.66898605177551,0.013,2.38589414221575,0.186556920960175,5.90377170608793,0.252427184466019,0.173945847049114
Fourth of July Creek,0.11,0.0515,0.02,2.62779904,0.39789612044519,7.78323548372855,0.848087856931546,1.66898605177551,0.0195,2.28367885725139,0.193334771918027,5.95178366805388,0.378640776699029,0.12017701440126
Fourth of July Creek,0.11,0.0515,0.02,2.61364064,0.397230935705088,7.77730884412679,0.845571610881841,1.66607931821731,0.019,2.28575657360121,0.192345547378829,5.94475208267782,0.368932038834951,0.122708483176287
Fourth of July Creek,0.11,0.0515,0.02,2.23136384,0.378245932104662,7.60582103691948,0.775137731545686,1.58252899489847,0.018,2.17416851691964,0.176038111585524,5.83002589293803,0.349514563106796,0.118544182885875
Fourth of July Creek,0.11,0.0515,0.02,2.23136384,0.378245932104662,7.60582103691948,0.775137731545686,1.58252899489847,0.024,2.10792570286355,0.180586187944964,5.86179806133383,0.466019417475728,0.09120514542675
Fourth of July Creek,0.11,0.0515,0.02,2.0104928,0.366230750609222,7.49485668633962,0.73195022702678,1.52906711115792,0.014,2.15203181530128,0.16279977905926,5.73852170403705,0.271844660194175,0.140952189661697
Fourth of July Creek,0.11,0.0515,0.02,2.0104928,0.366230750609222,7.49485668633962,0.73195022702678,1.52906711115792,0.0385,1.93075538133179,0.17815779715118,5.8448122090512,0.747572815533981,0.056090609099152
Fourth of July Creek,0.11,0.0515,0.02,1.70183968,0.3478063609626,7.32077747767876,0.667836909491074,1.44622162091844,0.008,2.15096409113359,0.141439596239597,5.59389718916374,0.155339805825243,0.214302418544844
Fourth of July Creek,0.11,0.0515,0.02,1.70183968,0.3478063609626,7.32077747767876,0.667836909491074,1.44622162091844,0.0105,2.08973036405601,0.144971113713745,5.61755423242522,0.203883495145631,0.167354821025969
Fourth of July Creek,0.11,0.0515,0.02,3.4829664,0.434173896846288,8.09864806004635,0.990232712727357,1.82539035906543,0.025,2.45145308993708,0.228806919332959,6.20949869309941,0.485436893203884,0.110936688161435
Fourth of July Creek,0.11,0.0515,0.02,3.4829664,0.434173896846288,8.09864806004635,0.990232712727357,1.82539035906543,0.04,2.32841445380178,0.238206823878367,6.27964250478282,0.776699029126214,0.072183886023748
Fourth of July Creek,0.11,0.0515,0.02,3.4829664,0.434173896846288,8.09864806004635,0.990232712727357,1.82539035906543,0.0245,2.45687665829101,0.228410110233552,6.20655492832879,0.475728155339806,0.113004383541646
Fourth of July Creek,0.11,0.0515,0.02,3.8794016,0.448913283106172,8.22268220385412,1.05071702664997,1.88775019022304,0.0305,2.48859409325057,0.2459545321791,6.33805262476184,0.592233009708738,0.097746460875947
Fourth of July Creek,0.11,0.0515,0.02,3.8794016,0.448913283106172,8.22268220385412,1.05071702664997,1.88775019022304,0.0265,2.52735677132967,0.243030101750618,6.31594172590774,0.514563106796116,0.111162996798453
Fourth of July Creek,0.11,0.0515,0.02,3.114848,0.419410608347546,7.97209149277393,0.931226732919801,1.76224414387437,0.012,2.55466685574848,0.202602823110891,6.01806796613986,0.233009708737864,0.204649316273627
Fourth of July Creek,0.11,0.0515,0.02,3.114848,0.419410608347546,7.97209149277393,0.931226732919801,1.76224414387437,0.016,2.47612330181552,0.207748151042693,6.05518505468469,0.310679611650486,0.157384962911131
Fourth of July Creek,0.11,0.0515,0.02,3.0298976,0.41583424569017,7.9410698907911,0.917171467619382,1.74684347392498,0.015,2.46961390757326,0.203617536579352,6.02536979675166,0.29126213592233,0.164539423498466
Fourth of July Creek,0.11,0.0515,0.02,3.0298976,0.41583424569017,7.9410698907911,0.917171467619382,1.74684347392498,0.0175,2.42863616928834,0.206372569232447,6.04523959530745,0.339805825242719,0.142942039295201
Fourth of July Creek,0.11,0.0515,0.02,2.67876928,0.400270497897751,7.80434673034373,0.85709622648729,1.67935020836591,0.032,2.17900018550171,0.203949275210513,6.02775889354709,0.621359223300971,0.077253513337316
Fourth of July Creek,0.11,0.0515,0.02,2.67876928,0.400270497897751,7.80434673034373,0.85709622648729,1.67935020836591,0.027,2.219521722434,0.200945743673743,6.00616271954361,0.524271844660194,0.090211332737932
Fourth of July Creek,0.11,0.0515,0.02,0.64279136,0.257265354518716,6.38168776171519,0.390934212705813,1.02557781641949,0.004,1.61050561297105,0.077056119222398,5.17965245714806,0.077669902912621,0.233503391583024
Fourth of July Creek,0.11,0.0515,0.02,0.64279136,0.257265354518716,6.38168776171519,0.390934212705813,1.02557781641949,0.001,1.85841908203209,0.06754049745519,5.12108736661147,0.019417475728155,0.81867269642654
Cat Spur Creek,0.07332,0.027,0.0114,0.733399405351833,0.314987807685777,4.88966732537609,0.47583654310473,1.22439729784044,0.002,1.74631590298644,0.111528109727504,3.7655928611578,0.074074074074074,0.385278924513196
Cat Spur Creek,0.07332,0.027,0.0114,1.07603001557412,0.357054044608835,5.0836708222343,0.592270443314042,1.38157879967028,0.008,1.73472349077815,0.156156661351844,3.97222222138341,0.296296296296296,0.134862571167501
Cat Spur Creek,0.07332,0.027,0.0114,0.538015007787059,0.284640798080532,4.73830352068207,0.398686869432142,1.1063857681701,0.007,1.3651034098342,0.105430305829391,3.73820759559017,0.259259259259259,0.10406108107836
Cat Spur Creek,0.07332,0.027,0.0114,0.594648166501487,0.294110432831404,4.78668275327043,0.422134496451137,1.14363872438925,0.003,1.54827149450812,0.10303709831491,3.72751419054743,0.111111111111111,0.237297559755551
Cat Spur Creek,0.07332,0.027,0.0114,0.637123035537307,0.300821175737755,4.82032046377775,0.439096367463251,1.16980209340276,0.006,1.47710660027725,0.114182145659543,3.77757472401122,0.222222222222222,0.131482470759473
Cat Spur Creek,0.07332,0.027,0.0114,0.64278635140875,0.301692960121642,4.82465219407849,0.441320794057976,1.17318663958786,0.016,1.336535344289,0.125586598225501,3.82949647557064,0.592592592592593,0.054230576506467
Cat Spur Creek,0.07332,0.027,0.0114,0.399263768936712,0.258189972192787,4.59700658906357,0.336254217165629,1.00024570584329,0.021,1.08894697458705,0.098857028432868,3.70890999286475,0.777777777777778,0.032524390306918
Cat Spur Creek,0.07332,0.027,0.0114,0.676766246637406,0.306817999910247,4.84994454959404,0.454494704980104,1.19301749710309,0.013,1.39220550825007,0.126760367248577,3.83488070548192,0.481481481481482,0.067369146230013
Cat Spur Creek,0.07332,0.027,0.0114,1.10434659493133,0.360099772841781,5.09709166503137,0.601120469716526,1.39268292985185,0.018,1.60542189187501,0.170272505514975,4.03990976794233,0.666666666666667,0.065357123328981
Cat Spur Creek,0.07332,0.027,0.0114,1.87738921138326,0.428331135676684,5.37914200479756,0.813856527710803,1.63244376886106,0.025,1.86538003573701,0.231514724617551,4.34718840877932,0.925925925925926,0.063982251167032
Cat Spur Creek,0.07332,0.027,0.0114,1.68200481381849,0.413211964927736,5.31947424427011,0.764356013239255,1.58073566158039,0.015,1.89883809843565,0.209265362053773,4.23294008143729,0.555555555555555,0.096388894036889
Lochsa River,0.27609,0.13525,0.0023,110.717825286705,1.65468664033798,71.2859605469594,0.930220492034903,1.45552494765124,0.002,2.63298551914551,0.685891775676712,61.3074817347632,0.014787430683919,0.478045783047406
Lochsa River,0.27609,0.13525,0.0023,110.717825286705,1.65468664033798,71.2859605469594,0.930220492034903,1.45552494765124,0.004,2.44554330431716,0.730135432417325,62.0067206856316,0.029574861367837,0.254441135539371
Lochsa River,0.27609,0.13525,0.0023,137.618575676058,1.78118568918217,72.253767229612,1.05920063152753,1.55234207815204,0.003,2.72770595737362,0.800390697809352,63.0343778335804,0.022181146025878,0.371898708073032
Lochsa River,0.27609,0.13525,0.0023,137.618575676058,1.78118568918217,72.253767229612,1.05920063152753,1.55234207815204,0.003,2.72770595737362,0.800390697809352,63.0343778335804,0.022181146025878,0.371898708073032
Lochsa River,0.27609,0.13525,0.0023,241.540421917032,2.15505287212734,74.8183087550783,1.48194794854089,1.82250244134884,0.004,3.24403419341722,1.11549729947797,66.7476333121834,0.029574861367837,0.388733907393839
Lochsa River,0.27609,0.13525,0.0023,241.540421917032,2.15505287212734,74.8183087550783,1.48194794854089,1.82250244134884,0.007,3.05708122131235,1.17370881575473,67.3166466662851,0.051756007393715,0.233725565042068
Lochsa River,0.27609,0.13525,0.0023,254.849214214923,2.19455985655204,75.067522451542,1.53016814440077,1.84981727143421,0.004,3.30790799386347,1.14860451951939,67.0747950671512,0.029574861367837,0.400271271953729
Lochsa River,0.27609,0.13525,0.0023,254.849214214923,2.19455985655204,75.067522451542,1.53016814440077,1.84981727143421,0.005,3.23054399946202,1.17214511606186,67.3017339327019,0.036968576709797,0.326779850538458
Lochsa River,0.27609,0.13525,0.0023,199.065552881212,2.01840940588849,73.9265224338856,1.32034889804493,1.72630760243957,0.007,2.84957482290865,1.05625796787595,66.1372371097693,0.051756007393715,0.210337084512094
Lochsa River,0.27609,0.13525,0.0023,199.065552881212,2.01840940588849,73.9265224338856,1.32034889804493,1.72630760243957,0.003,3.11782200687199,0.978098699607338,65.2772894507294,0.022181146025878,0.454470102847854
Lochsa River,0.27609,0.13525,0.0023,246.071074614187,2.1686601092651,74.904562730966,1.49848080729201,1.83193474624611,0.007,3.07781713568337,1.18567078913833,67.4300729080724,0.051756007393715,0.236107603031875
Lochsa River,0.27609,0.13525,0.0023,246.071074614187,2.1686601092651,74.904562730966,1.49848080729201,1.83193474624611,0.006,3.12854163829908,1.16916582509339,67.2732658072811,0.044362292051756,0.271624383607556
Lochsa River,0.27609,0.13525,0.0023,247.486903582047,2.17287836127537,74.9312117367062,1.50362211138392,1.83485354373954,0.007,3.08424788194077,1.18938871438873,67.4650941323914,0.051756007393715,0.236847969099055
Lochsa River,0.27609,0.13525,0.0023,247.486903582047,2.17287836127537,74.9312117367062,1.50362211138392,1.83485354373954,0.007,3.08424788194077,1.18938871438873,67.4650941323914,0.051756007393715,0.236847969099055
Lochsa River,0.27609,0.13525,0.0023,243.80574826561,2.16187739339054,74.8616236812973,1.49022985491873,1.82723630619219,0.019,2.75940106029175,1.29192121834435,68.3900749562833,0.140480591497227,0.094782098953493
Lochsa River,0.27609,0.13525,0.0023,243.80574826561,2.16187739339054,74.8616236812973,1.49022985491873,1.82723630619219,0.012,2.89710871765525,1.23899025786151,67.9221233304156,0.088724584103512,0.143923110761691
Lochsa River,0.27609,0.13525,0.0023,311.48237292935,2.34890360926729,76.0073154049575,1.72491544666868,1.95453939195651,0.019,3.01720624281114,1.47713873667125,69.8887361249481,0.140480591497227,0.108370625018944
Lochsa River,0.27609,0.13525,0.0023,311.48237292935,2.34890360926729,76.0073154049575,1.72491544666868,1.95453939195651,0.006,3.40888256696245,1.32978449181334,68.7131989636864,0.044362292051756,0.308939831431382
Lochsa River,0.27609,0.13525,0.0023,305.819057057907,2.33435078666724,75.9208951084062,1.70612308893444,1.94479550341084,0.007,3.3313197568114,1.33513254179445,68.7580959467031,0.051756007393715,0.265870549448246
Lochsa River,0.27609,0.13525,0.0023,305.819057057907,2.33435078666724,75.9208951084062,1.70612308893444,1.94479550341084,0.006,3.38616661315855,1.31651462569659,68.6010136362032,0.044362292051756,0.305856933242641
Lochsa River,0.27609,0.13525,0.0023,317.145688800793,2.36328248907488,76.0922742221938,1.74357060186336,1.96414113371376,0.011,3.218004940819,1.41923274156543,69.4414020811049,0.081330868761553,0.179847675239697
Lochsa River,0.27609,0.13525,0.0023,317.145688800793,2.36328248907488,76.0922742221938,1.74357060186336,1.96414113371376,0.007,3.3757712781026,1.36194453472302,68.980506226359,0.051756007393715,0.271209734187269
Lochsa River,0.27609,0.13525,0.0023,274.670819764972,2.25094601410572,75.4169377944921,1.60014413353281,1.88843504070583,0.008,3.15846873710545,1.27442053632633,68.2375109703696,0.059149722735675,0.22205812375383
Lochsa River,0.27609,0.13525,0.0023,274.670819764972,2.25094601410572,75.4169377944921,1.60014413353281,1.88843504070583,0.012,3.02565281316776,1.32235889366138,68.6505606022533,0.088724584103512,0.153607346233393
Lochsa River,0.27609,0.13525,0.0023,216.05550049554,2.07518373000846,74.3028664566868,1.38651166407131,1.76660860960005,0.006,2.98404194374991,1.08910709718018,66.4798166421231,0.044362292051756,0.253024881163072
Lochsa River,0.27609,0.13525,0.0023,216.05550049554,2.07518373000846,74.3028664566868,1.38651166407131,1.76660860960005,0.004,3.11525488532421,1.04973763337707,66.0679713480442,0.029574861367837,0.365817660116253
Lochsa River,0.27609,0.13525,0.0023,174.430128840436,1.93008519744808,73.3234770125451,1.22021416838136,1.6626217995782,0.005,2.8150030560686,0.953424258427403,64.9914804590844,0.036968576709797,0.265803126591882
Lochsa River,0.27609,0.13525,0.0023,174.430128840436,1.93008519744808,73.3234770125451,1.22021416838136,1.6626217995782,0.003,2.97202969381996,0.910301839964463,64.4737504339472,0.022181146025878,0.42296853170066
Lochsa River,0.27609,0.13525,0.0023,151.776865354665,1.84125359174672,72.6937819430139,1.122968974595,1.59728894206939,0.003,2.82604387187174,0.844061426833204,63.6286373481132,0.022181146025878,0.392190157922499
Lochsa River,0.27609,0.13525,0.0023,151.776865354665,1.84125359174672,72.6937819430139,1.122968974595,1.59728894206939,0.002,2.95060745432278,0.813673257267186,63.2184870985454,0.014787430683919,0.567105603549857
Lochsa River,0.27609,0.13525,0.0023,131.955259804616,1.75601330739526,72.0657604568403,1.03295825462568,1.53331443848233,0.003,2.68658870525358,0.782361518889269,62.7795266740067,0.022181146025878,0.363521513827337
Lochsa River,0.27609,0.13525,0.0023,131.955259804616,1.75601330739526,72.0657604568403,1.03295825462568,1.53331443848233,0.005,2.54444547642305,0.819327657403213,63.2959523003513,0.036968576709797,0.228418619639683
Lochsa River,0.27609,0.13525,0.0023,495.540138751239,2.74892239773537,78.2271315923655,2.27588384650331,2.21289413070844,0.017,3.61765255966972,1.88615727521576,72.6229820201745,0.125693160813309,0.154658172299331
Lochsa River,0.27609,0.13525,0.0023,495.540138751239,2.74892239773537,78.2271315923655,2.27588384650331,2.21289413070844,0.01,3.82627278350896,1.79675674357447,72.0798084171141,0.073937153419593,0.250457000619471
Lochsa River,0.27609,0.13525,0.0023,373.77884751522,2.49852605830193,76.8713716914843,1.92326449925775,2.05324464440362,0.034,3.03249744943601,1.72145544322327,71.6009009727309,0.251386321626617,0.070576604624127
Lochsa River,0.27609,0.13525,0.0023,373.77884751522,2.49852605830193,76.8713716914843,1.92326449925775,2.05324464440362,0.019,3.22494595080257,1.6322904939217,71.0059637022478,0.140480591497227,0.119753369570013
Lochsa River,0.27609,0.13525,0.0023,758.884326773326,3.17581172296466,80.3217947826285,2.93530240441579,2.47140074177331,0.023,4.09694351002138,2.45158702002908,75.5558841769145,0.170055452865065,0.148581031516914
Lochsa River,0.27609,0.13525,0.0023,753.221010901883,3.16776461360486,80.2845002632502,2.92220524116555,2.46666884375414,0.045,3.80659629808613,2.59677158586708,76.1994527626121,0.33271719038817,0.080438715791169
Lolo Creek,0.13892,0.0745,0.01,5.94648166501487,0.665802299163161,11.485434997843,0.776299485864553,1.75443035864406,0.005,2.39191589304752,0.248017671266968,10.0237815461197,0.067114093959732,0.300627480323597
Lolo Creek,0.13892,0.0745,0.01,5.94648166501487,0.665802299163161,11.485434997843,0.776299485864553,1.75443035864406,0.008,2.27637639745237,0.258976212664263,10.086863184901,0.10738255033557,0.19619410050323
Lolo Creek,0.13892,0.0745,0.01,5.35183349851338,0.626994196396373,11.3746425854639,0.749219417099559,1.65632792138252,0.003,2.42831255832455,0.223284440312362,9.87050845612086,0.040268456375839,0.451079677398711
Lolo Creek,0.13892,0.0745,0.01,5.35183349851338,0.626994196396373,11.3746425854639,0.749219417099559,1.65632792138252,0.004,2.35577280121956,0.229264266614507,9.90906817032125,0.053691275167785,0.347370100931072
Lolo Creek,0.13892,0.0745,0.01,6.17301429987258,0.680143409086169,11.5250089295002,0.786142425885024,1.79013578690001,0.006,2.37891740601991,0.257470885205787,10.0783578452804,0.080536912751678,0.260071601217966
