,Stream,S,D50,Q,V,h,w,D,Fi,Qsi g/s,qsi g/s/m,qsi t/day,qsi t/day varw,D84,gs_ratio,V_adj,h_adj,Wi_star
16,East Dallas,0.018,0.059,0.78903664886998,0.74136469186719,0.135504337017169,8.07239166803326,0.0056,0.02,0.003569,0.00044726445744,3.8643649122816e-05,3.81995340019383e-05,0.118,1.073704332940294,1.3936875286571049,0.0730233943191791,0.0009780144722882
17,East Dallas,0.018,0.059,0.789036648869979,0.74136469186719,0.135504337017169,8.07239166803326,0.008,0.031,0.000619,7.75698505523066e-05,6.70203508771929e-06,6.6252484021294e-06,0.118,0.9912814575219432,1.3435969927921465,0.0755688686241967,0.0001094314491073
18,East Dallas,0.018,0.059,0.791834746186505,0.742441473599434,0.135763610939008,8.07339760014028,0.004,0.016,0.006303,0.000789865592497,6.82443871917408e-05,6.74535340598781e-05,0.118,1.1600992589007102,1.4446181530426183,0.0708453725537833,0.0021527759117969
19,East Dallas,0.018,0.059,0.791834746186505,0.742441473599434,0.135763610939008,8.07339760014028,0.0056,0.02,0.003134,0.000392768780927,3.39352226720928e-05,3.35394852837788e-05,0.118,1.075897220441856,1.3955844882474304,0.0731725341557351,0.0008563919517623
20,East Dallas,0.018,0.059,0.791834746186505,0.742441473599434,0.135763610939008,8.07339760014028,0.008,0.031,0.002488,0.000311834607887,2.69425101214368e-05,2.66261133969501e-05,0.118,0.9933061598619444,1.3454259107889843,0.075723218797877,0.0004386601981649
21,East Dallas,0.018,0.059,0.822933408490957,0.754260875600665,0.138617370234302,8.08435250775039,0.004,0.016,0.010966,0.001374170017057,0.000118728289474,0.00011719706669,0.118,1.1861434538096585,1.4661591415920303,0.0724358491246727,0.0036302345481426
22,East Dallas,0.018,0.059,0.822933408490957,0.754260875600665,0.138617370234302,8.08435250775039,0.0056,0.02,0.007987,0.001000890899123,8.64769736842272e-05,8.53595633464066e-05,0.118,1.1000531134853675,1.4163960698449725,0.074815393599189,0.0021152950076387
23,East Dallas,0.018,0.059,0.822933408490958,0.754260875600665,0.138617370234302,8.08435250775039,0.008,0.031,0.003758,0.000470950596979,4.06901315789856e-05,4.01629196263673e-05,0.118,1.0156094991117854,1.365491090881652,0.0774234807172975,0.0006421372409043
24,East Dallas,0.018,0.059,0.868236232584223,0.771016367932282,0.142687257198367,8.09961655108666,0.004,0.016,0.00809,0.001013761528003,8.75889960194592e-05,8.62974185989365e-05,0.118,1.2233513818837238,1.4966621635113793,0.0747080767001471,0.0025643583901478
25,East Dallas,0.018,0.059,0.868236232584223,0.771016367932282,0.142687257198367,8.09961655108666,0.0056,0.02,0.004162,0.000521508325552,4.50583193276928e-05,4.43967683818015e-05,0.118,1.134563456846997,1.4458663070480928,0.0771624665633871,0.0010553442506705
26,East Dallas,0.018,0.059,0.868236232584223,0.771016367932282,0.142687257198367,8.09961655108666,0.008,0.031,0.003725,0.000466781741937,4.03299425033568e-05,3.97352143734287e-05,0.118,1.0474734333265996,1.393904583231152,0.0798525803844584,0.0006094177012663
27,East Dallas,0.018,0.059,0.868236232584223,0.771016367932282,0.142687257198367,8.09961655108666,0.0113,0.044,0.003922,0.000491486068111,4.24643962847904e-05,4.18366471872718e-05,0.118,0.969524971111384,1.3453744082525931,0.0825469902495353,0.0004520863904422
28,East Dallas,0.018,0.059,0.887873957099268,0.778119137501553,0.144421028101607,8.10599574185204,0.004,0.016,0.01388,0.001739318691466,0.000150277134943,0.00014794382309,0.118,1.2392247410527355,1.5095807599892237,0.0756774368953034,0.0043207010240488
29,East Dallas,0.018,0.059,0.887873957099268,0.778119137501553,0.144421028101607,8.10599574185204,0.0056,0.02,0.00735,0.000921079929356,7.95813058963584e-05,7.83420100656144e-05,0.118,1.149286030271421,1.4583475237109558,0.0781637592392029,0.0018304689133817
30,East Dallas,0.018,0.059,0.887873957099268,0.778119137501553,0.144421028101607,8.10599574185204,0.008,0.031,0.002983,0.000373788088643,3.22952908587552e-05,3.17951314320718e-05,0.118,1.061067076555007,1.4059382965900626,0.0808888715724523,0.0004792463327972
31,East Dallas,0.018,0.059,0.887873957099268,0.778119137501553,0.144421028101607,8.10599574185204,0.0113,0.044,0.004712,0.000590499091295,5.1019121487888e-05,5.02241566570306e-05,0.118,0.9821079669677032,1.356990015350029,0.0836183277263523,0.0005334105382696
32,East Dallas,0.018,0.059,0.791834746186505,0.742441473599434,0.135763610939008,8.07339760014028,0.004,0.016,0.000999,0.000125141914616,1.08122614228224e-05,1.0691112252232e-05,0.118,1.1600992589007102,1.4446181530426183,0.0708453725537833,0.0003410738509191
33,East Dallas,0.018,0.059,0.791834746186505,0.742441473599434,0.135763610939008,8.07339760014028,0.0056,0.02,0.000828,0.000103786174839,8.9671255060896e-06,8.86110204689497e-06,0.118,1.075897220441856,1.3955844882474304,0.0731725341557351,0.0002262950854356
34,East Dallas,0.018,0.059,0.78903664886998,0.74136469186719,0.135504337017169,8.07239166803326,0.004,0.016,0.005179,0.000648969646338,5.60709774436032e-05,5.54316017360713e-05,0.118,1.157734945203471,1.4426547051337832,0.0707009877665078,0.0017738434600504
35,East Dallas,0.018,0.059,0.78903664886998,0.74136469186719,0.135504337017169,8.07239166803326,0.0056,0.02,0.002094,0.000262421219076,2.26731933281664e-05,2.24123912020339e-05,0.118,1.073704332940294,1.3936875286571049,0.0730233943191791,0.0005738254981423
36,East Dallas,0.018,0.059,0.785313387508077,0.739928383310309,0.135158679921363,8.07104778408613,0.004,0.016,0.00375,0.000469983552632,4.06065789474048e-05,4.01434867773721e-05,0.118,1.1545833989205514,1.440035419170739,0.0705085279672096,0.0012895478089029
37,East Dallas,0.018,0.059,0.785313387508077,0.739928383310309,0.135158679921363,8.07104778408613,0.0056,0.02,0.001528,0.000191474780702,1.65434210526528e-05,1.63571327455532e-05,0.118,1.0707812930249458,1.391156940670872,0.0728245962983454,0.0004202970636426
38,East Dallas,0.018,0.059,0.785313387508077,0.739928383310309,0.135158679921363,8.07104778408613,0.008,0.031,0.000461,5.77739922723474e-05,4.99167293233082e-06,4.93497264116495e-06,0.118,0.9885826050761124,1.341157176178612,0.0753631256191526,8.181735884891092e-05
39,East Dallas,0.018,0.059,0.785313387508077,0.739928383310309,0.135158679921363,8.07104778408613,0.0113,0.044,0.001813,0.00022725542154,1.9634868421056e-05,1.94080377406335e-05,0.118,0.915010151842216,1.2944574253837478,0.0779055066480261,0.0002267442836453
40,East Dallas,0.018,0.059,0.785313387508077,0.739928383310309,0.135158679921363,8.07104778408613,0.004,0.016,0.002693,0.000337504775926,2.91604126400064e-05,2.88283759710568e-05,0.118,1.1545833989205514,1.440035419170739,0.0705085279672096,0.0009260505859243
41,East Dallas,0.018,0.059,0.785313387508077,0.739928383310309,0.135158679921363,8.07104778408613,0.0056,0.02,0.000866,0.000108547008547,9.3784615384608e-06,9.27046921312113e-06,0.118,1.0707812930249458,1.391156940670872,0.0728245962983454,0.0002382663074073
42,East Dallas,0.018,0.059,0.794637687051576,0.743517870813902,0.136022911467478,8.07440184095177,0.004,0.016,0.002566,0.000321512033727,2.77786397140128e-05,2.7457439494226e-05,0.118,1.1624641321885276,1.4465807317897224,0.0709897915143442,0.000873775439638
43,East Dallas,0.018,0.059,0.794637687051576,0.743517870813902,0.136022911467478,8.07440184095177,0.0056,0.02,0.000346,4.33235867446394e-05,3.74315789473684e-06,3.70236713367194e-06,0.118,1.0780906277907876,1.3974806087203386,0.07332170934748,9.419264496117882e-05
44,East Dallas,0.018,0.059,0.791834746186505,0.742441473599434,0.135763610939008,8.07339760014028,0.004,0.016,0.002646,0.000331571968673,2.86478180933472e-05,2.83170000194252e-05,0.118,1.1600992589007102,1.4446181530426183,0.0708453725537833,0.0009036982417854
45,East Dallas,0.018,0.059,0.791834746186505,0.742441473599434,0.135763610939008,8.07339760014028,0.0056,0.02,0.001886,0.000236333035317,2.04191742513888e-05,2.01836213290385e-05,0.118,1.075897220441856,1.3955844882474304,0.0731725341557351,0.0005152998894243
46,East Dallas,0.018,0.059,0.791834746186505,0.742441473599434,0.135763610939008,8.07339760014028,0.008,0.031,0.000719,9.01217468622822e-05,7.78651892890118e-06,7.69460431366846e-06,0.118,0.9933061598619444,1.3454259107889843,0.075723218797877,0.0001267749708906
47,East Dallas,0.018,0.059,0.858497926312188,0.767458939546919,0.141820795174209,8.09640131062906,0.004,0.016,0.004572,0.000572989373074,4.95062818335936e-05,4.87896764061598e-05,0.118,1.215423647385199,1.4901892386603004,0.074223942864403,0.0014627071809244
48,East Dallas,0.018,0.059,0.858497926312188,0.767458939546919,0.141820795174209,8.09640131062906,0.0056,0.02,0.001101,0.000137985195965,1.1921920931376e-05,1.17492199744492e-05,0.118,1.1272104744126128,1.4396125382704077,0.0766623850053127,0.0002817950160806
49,East Dallas,0.018,0.059,0.858497926312188,0.767458939546919,0.141820795174209,8.09640131062906,0.008,0.031,0.000896,0.00011225914248,9.699189910272e-06,9.56158137793508e-06,0.118,1.0406842918184689,1.3878750474670736,0.0793350202719334,0.000147907717571
50,East Dallas,0.018,0.059,0.855586909557011,0.766390919395313,0.141560911941638,8.09543336372818,0.004,0.016,0.004387,0.000549693794672,4.74935438596608e-05,4.68210635514938e-05,0.118,1.213046496158222,1.4882455756924713,0.0740787741100919,0.0014071050024206
51,East Dallas,0.018,0.059,0.855586909557011,0.766390919395313,0.141560911941638,8.09543336372818,0.0056,0.02,0.001663,0.000208365821962,1.80028070175168e-05,1.77486730535979e-05,0.118,1.1250056651041598,1.437734683253968,0.0765124343582022,0.0004266995090838
52,East Dallas,0.018,0.059,0.855586909557011,0.766390919395313,0.141560911941638,8.09543336372818,0.004,0.016,0.003886,0.000486963009375,4.207360401e-05,4.1474048999568e-05,0.118,1.213046496158222,1.4882455756924713,0.0740787741100919,0.0012465268721001
53,East Dallas,0.018,0.059,0.855586909557011,0.766390919395313,0.141560911941638,8.09543336372818,0.0056,0.02,0.002377,0.00029787176274,2.5736120300736e-05,2.53689692413724e-05,0.118,1.1250056651041598,1.437734683253968,0.0765124343582022,0.0006099932020246
54,East Dallas,0.018,0.059,0.880976322817526,0.775634991751799,0.143814080377152,8.10377073829398,0.004,0.016,0.009822,0.001230831940964,0.000106343879699,0.000104719250754,0.118,1.2336663621089623,1.5050633619615927,0.0753379957448626,0.0030769280816302
55,East Dallas,0.018,0.059,0.880976322817526,0.775634991751799,0.143814080377152,8.10377073829398,0.0056,0.02,0.004269,0.000534972616727,4.62216340852128e-05,4.55148117970634e-05,0.118,1.1441306200721617,1.4539830680609007,0.0778131361297415,0.0010698924605585
56,East Dallas,0.018,0.059,0.880976322817526,0.775634991751799,0.143814080377152,8.10377073829398,0.008,0.031,0.001937,0.000242788916736,2.09769624059904e-05,2.0651719477843e-05,0.118,1.0563069807667822,1.4017303220854276,0.0805259927447193,0.0003132605698855
57,East Dallas,0.018,0.059,0.971663989221996,0.807427730179014,0.151628004324537,8.1317678538232,0.004,0.016,0.010675,0.001337734252455,0.000115580239412,0.000113421831093,0.118,1.305349533324153,1.5628147943743298,0.0797155702770531,0.0030890249705536
58,East Dallas,0.018,0.059,0.971663989221996,0.807427730179014,0.151628004324537,8.1317678538232,0.0056,0.02,0.005762,0.000722017819187,6.23823395777568e-05,6.1221226300249e-05,0.118,1.210617100285953,1.5097793444489256,0.0823349288734204,0.0013337961967034
59,East Dallas,0.018,0.059,0.971663989221996,0.807427730179014,0.151628004324537,8.1317678538232,0.008,0.031,0.005152,0.000645589877078,5.57789653795392e-05,5.47399788092473e-05,0.118,1.1176955416499263,1.455526266615964,0.0852058584450259,0.000769425494902
60,East Dallas,0.018,0.059,1.02392177323057,0.824957234739377,0.155978514907592,8.14677637830615,0.004,0.016,0.022172,0.002778483782038,0.000240060998768,0.000235143412688,0.118,1.3453760461977553,1.5946012333308406,0.0821599242362533,0.0061493809028624
61,East Dallas,0.018,0.059,1.02392177323057,0.824957234739377,0.155978514907592,8.14677637830615,0.0056,0.02,0.00872,0.001092791894205,9.4417219659312e-05,9.24792783077036e-05,0.118,1.2477400171003672,1.5404880931732805,0.0848596848138137,0.0019348663896394
62,East Dallas,0.018,0.059,1.02392177323057,0.824957234739376,0.155978514907592,8.14677637830615,0.008,0.031,0.002797,0.000350479974261,3.02814697761504e-05,2.96633648425054e-05,0.118,1.1519721911275962,1.4851341967597065,0.0878188878743576,0.0004003547870458
63,East Dallas,0.018,0.059,1.03134465865011,0.827404015500657,0.156588111218571,8.1488480464304,0.004,0.016,0.026966,0.003379195032058,0.00029196245077,0.000285913099217,0.118,1.350990435292629,1.5990344407157813,0.0825027858354109,0.0074352534948964
64,East Dallas,0.018,0.059,1.03134465865011,0.827404015500657,0.156588111218571,8.1488480464304,0.0056,0.02,0.013046,0.001634857543163,0.000141251691729,0.00013832315851,0.118,1.2529475896919668,1.5447713752340135,0.0852138555246283,0.0028777457698912
65,East Dallas,0.018,0.059,1.03134465865011,0.827404015500659,0.156588111218572,8.1488480464304,0.008,0.031,0.002678,0.000335564388402,2.89927631579328e-05,2.83940992250255e-05,0.118,1.1567804994643935,1.4892639403236498,0.0881854421140752,0.0003810804557175
66,East Dallas,0.018,0.059,1.03134465865011,0.827404015500659,0.156588111218572,8.1488480464304,0.0113,0.044,0.00179,0.000224299028822,1.93794360902208e-05,1.89788788696026e-05,0.118,1.0707064670440734,1.437421423348617,0.0911617533624594,0.0001794639494831
67,East Dallas,0.018,0.059,1.03879376182382,0.8298490153791,0.1571978350643,8.15091262001798,0.004,0.016,0.023384,0.002930330432712,0.000253180549386,0.000247871335909,0.118,1.3566075565832016,1.6034636641280862,0.0828458142853105,0.006410139113491
68,East Dallas,0.018,0.059,1.03879376182382,0.8298490153791,0.1571978350643,8.15091262001798,0.0056,0.02,0.01299,0.001627853580962,0.000140646549395,0.000137694519905,0.118,1.2581576835545414,1.5490507967121083,0.0855681977088727,0.0028487621174402
69,East Dallas,0.018,0.059,1.03879376182382,0.829849015379099,0.1571978350643,8.15091262001798,0.008,0.031,0.003151,0.000394820864422,3.41125226860608e-05,3.3400726113955e-05,0.118,1.1615911375687804,1.493389962723647,0.0885521739601623,0.0004457683635779
70,East Dallas,0.018,0.059,1.03879376182382,0.829849015379099,0.1571978350643,8.15091262001798,0.0113,0.044,0.004598,0.000576225045372,4.97858439201408e-05,4.87389840279166e-05,0.118,1.0751595347399885,1.441404155852775,0.0915408950520787,0.0004583637841699
71,East Dallas,0.018,0.059,1.06345392961541,0.837870144180619,0.159202105907252,8.1576468866188,0.004,0.016,0.020595,0.002580855200387,0.000222985889313,0.00021812760772,0.118,1.3750829301452403,1.6179889908882183,0.0839740752621456,0.0055393795945657
72,East Dallas,0.018,0.059,1.06345392961541,0.837870144180619,0.159202105907252,8.1576468866188,0.0056,0.02,0.00957,0.001199301675181,0.000103619664736,0.000101358640732,0.118,1.2752942182771407,1.563084790248036,0.0867336656071775,0.0020592824351451
73,East Dallas,0.018,0.059,1.06345392961541,0.837870144180621,0.159202105907252,8.1576468866188,0.008,0.031,0.010915,0.001367787524366,0.000118176842105,0.00011560392514,0.118,1.1774138335397897,1.506920904174138,0.0897583936710634,0.0015152155368152
74,East Dallas,0.018,0.059,1.06345392961541,0.837870144180621,0.159202105907252,8.1576468866188,0.0113,0.044,0.005976,0.0007488791423,6.470315789472e-05,6.32935461875585e-05,0.118,1.0898061582881091,1.4544651997102318,0.0927879332689792,0.0005844892511934
75,East Dallas,0.018,0.059,1.07751741349852,0.842395461694228,0.160335555740887,8.16142022971938,0.004,0.016,0.021494,0.002693471909776,0.000232715973005,0.000227543925901,0.118,1.3855384080945703,1.626180245890693,0.084612574274075,0.0057198993748265
76,East Dallas,0.018,0.059,1.07751741349852,0.842395461694228,0.160335555740887,8.16142022971938,0.0056,0.02,0.010444,0.001308799753578,0.000113080298709,0.000110564285945,0.118,1.284991984882904,1.570998929730976,0.087393217602212,0.00222351021819
77,East Dallas,0.018,0.059,1.07751741349852,0.842395461694229,0.160335555740887,8.16142022971938,0.008,0.031,0.004161,0.000521448096614,4.50531155474496e-05,4.40499802584435e-05,0.118,1.1863680914623846,1.5145513638209975,0.0904410082155454,0.0005715382667105
78,East Dallas,0.018,0.059,1.07751741349852,0.842395461694229,0.160335555740887,8.16142022971938,0.0113,0.044,0.001209,0.000151525845265,1.3091833030896e-05,1.27989488422154e-05,0.118,1.0980948715023402,1.461830677426195,0.0934936482833043,0.0001170118806618
79,East Dallas,0.018,0.059,1.11031634336012,0.85281575872257,0.162952848431515,8.17003900401755,0.004,0.016,0.05891,0.00738223602989,0.000637825192982,0.000622986499513,0.118,1.4097015514135691,1.64503226376757,0.086088178087603,0.0153008547446248
80,East Dallas,0.018,0.059,1.11031634336012,0.85281575872257,0.162952848431515,8.17003900401755,0.0056,0.02,0.036248,0.004542404390606,0.000392463739348,0.000383330752578,0.118,1.3074039315307424,1.589213092963773,0.0889174700125974,0.007531882696851
81,East Dallas,0.018,0.059,1.11031634336012,0.852815758722569,0.162952848431515,8.17003900401755,0.008,0.031,0.014811,0.001855958878678,0.000160354847118,0.000156629656158,0.118,1.2070617798285117,1.532112657867822,0.0920185607921862,0.0019854291965446
82,East Dallas,0.018,0.059,1.11031634336012,0.852815758722569,0.162952848431515,8.17003900401755,0.0113,0.044,0.006429,0.000805612410656,6.96049122806784e-05,6.79881209535052e-05,0.118,1.1172504794846252,1.478782137152761,0.0951245890351706,0.0006071852596133
83,East Dallas,0.018,0.059,1.09276373145806,0.8472621944199,0.161556675592738,8.16545763101715,0.004,0.016,0.05013,0.006281926358854,0.000542758437405,0.000530433466894,0.118,1.3968084696208662,1.6349866396134534,0.0853008185785245,0.0131894346149623
84,East Dallas,0.018,0.059,1.09276373145806,0.8472621944199,0.161556675592738,8.16545763101715,0.0056,0.02,0.029609,0.003710383289736,0.000320577116233,0.000313297516882,0.118,1.2954452744865594,1.5795073726938067,0.0881041532529697,0.0062322103126747
85,East Dallas,0.018,0.059,1.09276373145806,0.847262194419902,0.161556675592739,8.16545763101715,0.008,0.031,0.026747,0.00335171066327,0.000289587801307,0.000283014241752,0.118,1.1960199542896222,1.522754827815629,0.091176803633119,0.0036321029356973
86,East Dallas,0.018,0.059,1.1070148104928,0.851775145460235,0.162691016894935,8.16918263802171,0.004,0.016,0.036674,0.004595718926947,0.000397070115288,0.000387876454769,0.118,1.4072830458204115,1.6431502303226349,0.0859404838894936,0.0095483603159344
87,East Dallas,0.018,0.059,1.1070148104928,0.851775145460235,0.162691016894935,8.16918263802171,0.0056,0.02,0.028681,0.003594104126056,0.000310530596491,0.000303339821106,0.118,1.3051607088531576,1.5873947418575889,0.0887649068449678,0.0059738729463787
88,East Dallas,0.018,0.059,1.1070148104928,0.851775145460234,0.162691016894935,8.16918263802171,0.008,0.031,0.009246,0.001158596491228,0.000100102736842,9.77887795385922e-05,0.118,1.2049905371338996,1.5303594830932477,0.0918606626837425,0.0012424125720389
89,East Dallas,0.018,0.059,1.11031634336012,0.85281575872257,0.162952848431515,8.17003900401755,0.004,0.016,0.058903,0.007381298245994,0.000637744168454,0.000622912472939,0.118,1.4097015514135691,1.64503226376757,0.086088178087603,0.0152989110388143
90,East Dallas,0.018,0.059,1.11031634336012,0.85281575872257,0.162952848431515,8.17003900401755,0.0056,0.02,0.006218,0.000779147675655,6.7318359176592e-05,6.57567484972616e-05,0.118,1.3074039315307424,1.589213092963773,0.0889174700125974,0.001291925683389
91,East Dallas,0.018,0.059,1.11031634336012,0.852815758722569,0.162952848431515,8.17003900401755,0.008,0.031,0.015099,0.00189209133946,0.000163476691729,0.000159675320933,0.118,1.2070617798285117,1.532112657867822,0.0920185607921862,0.0020240822310438
92,East Dallas,0.018,0.059,1.11031634336012,0.852815758722569,0.162952848431515,8.17003900401755,0.0113,0.044,0.004073,0.000510345764228,4.40938740292992e-05,4.30728910629377e-05,0.118,1.1172504794846252,1.478782137152761,0.0951245890351706,0.0003846445526987
93,East Dallas,0.018,0.059,1.11031634336012,0.85281575872257,0.162952848431515,8.17003900401755,0.004,0.016,0.08194,0.010268152409619,0.000887168368191,0.000866533929216,0.118,1.4097015514135691,1.64503226376757,0.086088178087603,0.0212823740502508
94,East Dallas,0.018,0.059,1.11031634336012,0.85281575872257,0.162952848431515,8.17003900401755,0.0056,0.02,0.058066,0.007276447791381,0.000628685089175,0.000614061009688,0.118,1.3074039315307424,1.589213092963773,0.0889174700125974,0.012065273476709
95,East Dallas,0.018,0.059,1.11031634336012,0.852815758722569,0.162952848431515,8.17003900401755,0.008,0.031,0.020401,0.002556532920228,0.000220884444308,0.000215745163411,0.118,1.2070617798285117,1.532112657867822,0.0920185607921862,0.0027348747647705
96,East Dallas,0.018,0.059,1.10371808564537,0.850734218968301,0.162429207997174,8.16832505688871,0.004,0.016,0.009808,0.001229057018769,0.000106190526422,0.000103743569716,0.118,1.404865025364284,1.6412674962854692,0.0857928193179126,0.0025597440456318
97,East Dallas,0.018,0.059,1.10371808564537,0.850734218968301,0.162429207997174,8.16832505688871,0.0056,0.02,0.00629,0.000788257852433,6.81054784502112e-05,6.65321220954202e-05,0.118,1.3029179352910902,1.5855757130641104,0.0886123742220036,0.0013133570295718
98,East Dallas,0.018,0.059,1.10371808564537,0.8507342189683,0.162429207997174,8.16832505688871,0.008,0.031,0.003101,0.000388593295625,3.3574460742e-05,3.2800653516359e-05,0.118,1.202919709414001,1.528605655078814,0.0917027962102794,0.0004177131067015
99,East Dallas,0.018,0.059,1.09276373145806,0.8472621944199,0.161556675592738,8.16545763101715,0.004,0.016,0.010971,0.001374839504651,0.000118786133202,0.000116085887997,0.118,1.3968084696208662,1.6349866396134534,0.0853008185785245,0.0028865915830303
100,East Dallas,0.018,0.059,1.09276373145806,0.8472621944199,0.161556675592738,8.16545763101715,0.0056,0.02,0.010598,0.001328027613052,0.000114741585768,0.000112139115941,0.118,1.2954452744865594,1.5795073726938067,0.0881041532529697,0.00223064485238
101,East Dallas,0.018,0.059,1.09276373145806,0.847262194419902,0.161556675592739,8.16545763101715,0.008,0.031,0.006927,0.000868092685417,7.50032080200288e-05,7.3295683725867e-05,0.118,1.1960199542896222,1.522754827815629,0.091176803633119,0.0009407142524883
102,East Dallas,0.018,0.059,1.09276373145806,0.847262194419902,0.161556675592739,8.16545763101715,0.0113,0.044,0.001697,0.000212668708809,1.83745764410976e-05,1.79562256796299e-05,0.118,1.1070293454937177,1.469749265163573,0.0942543444586751,0.000162369419781
103,East Dallas,0.018,0.059,1.08839695166986,0.845872403549121,0.161207733435933,8.16430683912175,0.004,0.016,0.014579,0.001826968987816,0.000157850120547,0.000154284451187,0.118,1.3935873643670544,1.6324721024309308,0.0851041109261487,0.0038483367471875
104,East Dallas,0.018,0.059,1.08839695166986,0.845872403549121,0.161207733435933,8.16430683912175,0.0056,0.02,0.017594,0.002204756751852,0.00019049098336,0.000186191140283,0.118,1.29245761405484,1.5770779133484591,0.0879009603449186,0.0037152886484057
105,East Dallas,0.018,0.059,1.08839695166986,0.845872403549121,0.161207733435933,8.16430683912175,0.008,0.031,0.005888,0.000737827206906,6.37482706766784e-05,6.23106419227531e-05,0.118,1.1932613494187736,1.5204124503161425,0.0909665054907605,0.0008021486311505
106,East Dallas,0.018,0.059,1.08839695166986,0.845872403549121,0.161207733435933,8.16430683912175,0.0113,0.044,0.005935,0.00074372157245,6.425754385968e-05,6.28080264625577e-05,0.118,1.1044757772614449,1.467488229415717,0.0940369293551432,0.0005696650524901
