,Stream,S,D50,Q,V,h,w,tau,D,Fi,Qsi g/s,qsi g/s/m,qsi t/day,qsi t/day varw,gs_ratio,V_adj,h_adj,Wi_star,Fs,tau_star_rm,tau_rm,b,tau_ri,tau_rat
10,East Dallas,0.024,0.052000000000000005,0.7458324347674571,0.724444259812183,0.131445887940903,8.05640661634939,15.086964680193026,0.0056,0.02,0.008274,0.001036787876123,8.95784724970272e-05,8.87335550503695e-05,0.977729857455266,1.4901835391904017,0.06506830381264256,0.0001541246082042608,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8149091098729764
11,East Dallas,0.024,0.052000000000000005,0.7458324347674571,0.724444259812183,0.131445887940903,8.05640661634939,15.086964680193026,0.008,0.031,0.005147,0.000644967682364,5.5725207756249595e-05,5.5198405589104696e-05,0.8930569131618721,1.4366139033301661,0.06733570799133667,6.185692563015633e-05,0.047,0.026859417530377808,25.21607778761671,0.1366158454470361,19.237194296550825,0.7842601393747984
12,East Dallas,0.024,0.052000000000000005,0.777892702635082,0.737053703032393,0.13446750830722098,8.06835090781124,15.433777200977906,0.004,0.016,0.008487999999999999,0.001063708856963,9.19044452416032e-05,9.089381564825179e-05,1.0910953802197567,1.567690953706738,0.06454587797025706,0.00019103341286426145,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.8648137675031846
13,East Dallas,0.024,0.052000000000000005,0.777892702635082,0.737053703032393,0.13446750830722098,8.06835090781124,15.433777200977906,0.0056,0.02,0.00412,0.00051627927061,4.4606528980704e-05,4.4119052835862105e-05,1.0017304562687974,1.5144714666388688,0.06666555303580607,7.417562834799674e-05,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8336418827399167
14,East Dallas,0.024,0.052000000000000005,0.7778927026350809,0.737053703032393,0.13446750830722098,8.06835090781124,15.433777200977906,0.008,0.031,0.000488,6.11074098748982e-05,5.27968021319121e-06,5.22575188929629e-06,0.9149810628591288,1.4600308906093111,0.06898876964979926,5.664201880797472e-06,0.047,0.026859417530377808,25.21607778761671,0.1366158454470361,19.237194296550825,0.8022883671630401
15,East Dallas,0.024,0.052000000000000005,0.7890366488699799,0.74136469186719,0.135504337017169,8.07239166803326,15.552781289819606,0.004,0.016,0.008002,0.001002796621183,8.664162807021121e-05,8.56465875829393e-05,1.100076950396354,1.5762823682934977,0.06507720029377675,0.00017803101332007794,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.8714820233085719
16,East Dallas,0.024,0.052000000000000005,0.7890366488699799,0.74136469186719,0.135504337017169,8.07239166803326,15.552781289819606,0.0056,0.02,0.0035689999999999997,0.00044726445743999995,3.8643649122815994e-05,3.81995340019383e-05,1.009974685274995,1.5227694978025532,0.06721420969550193,6.352390337028624e-05,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8400697837899241
17,East Dallas,0.024,0.052000000000000005,0.7890366488699789,0.74136469186719,0.135504337017169,8.07239166803326,15.552781289819606,0.008,0.031,0.0006190000000000001,7.75698505523066e-05,6.7020350877192905e-06,6.625248402129402e-06,0.9225120429689748,1.4680313731485737,0.06955659894498915,7.107781117492578e-06,0.047,0.026859417530377808,25.21607778761671,0.1366158454470361,19.237194296550825,0.8084745129703337
18,East Dallas,0.024,0.052000000000000005,0.791834746186505,0.742441473599434,0.13576361093900802,8.07339760014028,15.582539972746522,0.004,0.016,0.0063030000000000004,0.0007898655924970001,6.824438719174079e-05,6.74535340598781e-05,1.1023228951814856,1.578427090753672,0.06521006354355043,0.00013982689712035268,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.8731495165192636
19,East Dallas,0.024,0.052000000000000005,0.791834746186505,0.742441473599434,0.13576361093900802,8.07339760014028,15.582539972746522,0.0056,0.02,0.003134,0.000392768780927,3.39352226720928e-05,3.3539485283778804e-05,1.0120369648396579,1.5248417006691068,0.06735145520584089,5.5624288936702406e-05,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8416771728392802
20,East Dallas,0.024,0.052000000000000005,0.791834746186505,0.742441473599434,0.13576361093900802,8.07339760014028,15.582539972746522,0.008,0.031,0.0024879999999999998,0.000311834607887,2.6942510121436802e-05,2.66261133969501e-05,0.9243959055486004,1.4700292722416222,0.06969864053123963,2.849181564299669e-05,0.047,0.026859417530377808,25.21607778761671,0.1366158454470361,19.237194296550825,0.8100214476463665
21,East Dallas,0.024,0.052000000000000005,0.822933408490957,0.754260875600665,0.138617370234302,8.08435250775039,15.910085903382482,0.004,0.016,0.010966,0.0013741700170569998,0.00011872828947399999,0.00011719706669,1.1270633862504804,1.601957052256521,0.06667363560738038,0.0002357906505290587,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.8915031720512143
22,East Dallas,0.024,0.052000000000000005,0.822933408490957,0.754260875600665,0.138617370234302,8.08435250775039,15.910085903382482,0.0056,0.02,0.007987000000000001,0.001000890899123,8.64769736842272e-05,8.535956334640659e-05,1.0347540473246,1.5475758094510337,0.06886328591612957,0.0001373924409835179,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8593692778077165
23,East Dallas,0.024,0.052000000000000005,0.8229334084909581,0.754260875600665,0.138617370234302,8.08435250775039,15.910085903382482,0.008,0.031,0.0037579999999999996,0.000470950596979,4.06901315789856e-05,4.01629196263673e-05,0.9451476566820616,1.491948213093617,0.0712633043662514,4.170803725044301e-05,0.047,0.026859417530377808,25.21607778761671,0.1366158454470361,19.237194296550825,0.8270481473608196
24,East Dallas,0.024,0.052000000000000005,0.868236232584223,0.7710163679322819,0.142687257198367,8.09961655108666,16.37721531945697,0.004,0.016,0.00809,0.001013761528003,8.75889960194592e-05,8.62974185989365e-05,1.162409168007855,1.6352769883412903,0.06876458435249866,0.00016655996327068817,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.9176782259583902
25,East Dallas,0.024,0.052000000000000005,0.868236232584223,0.7710163679322819,0.142687257198367,8.09961655108666,16.37721531945697,0.0056,0.02,0.004162,0.0005215083255519999,4.5058319327692796e-05,4.4396768381801504e-05,1.0672109651862427,1.5797706073115307,0.07102330647409846,6.854661981139385e-05,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8846008618087385
26,East Dallas,0.024,0.052000000000000005,0.868236232584223,0.7710163679322819,0.142687257198367,8.09961655108666,16.37721531945697,0.008,0.031,0.003725,0.00046678174193699994,4.03299425033568e-05,3.97352143734287e-05,0.9747945169746796,1.5229864022452402,0.07349865163035332,3.9582840810944254e-05,0.047,0.026859417530377808,25.21607778761671,0.1366158454470361,19.237194296550825,0.8513307640913811
27,East Dallas,0.024,0.052000000000000005,0.868236232584223,0.7710163679322819,0.142687257198367,8.09961655108666,16.37721531945697,0.0113,0.044000000000000004,0.003922,0.000491486068111,4.24643962847904e-05,4.1836647187271795e-05,0.8929474662914656,1.469954224385864,0.07597805352207437,2.9363872412114392e-05,0.047,0.026859417530377808,25.21607778761671,0.14290818280460188,19.960102730634976,0.8204975465542593
28,East Dallas,0.024,0.052000000000000005,0.887873957099268,0.778119137501553,0.144421028101607,8.10599574185204,16.576212342418152,0.004,0.016,0.013880000000000002,0.0017393186914660002,0.00015027713494299998,0.00014794382309,1.1774881778218242,1.6493886862891305,0.06965661262519535,0.00028063776367377957,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.928828792855136
29,East Dallas,0.024,0.052000000000000005,0.887873957099268,0.778119137501553,0.144421028101607,8.10599574185204,16.576212342418152,0.0056,0.02,0.00735,0.000921079929356,7.958130589635841e-05,7.83420100656144e-05,1.081055855182465,1.5934041070711218,0.07194468930971265,0.00011889244348697005,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8953495107441712
30,East Dallas,0.024,0.052000000000000005,0.887873957099268,0.778119137501553,0.144421028101607,8.10599574185204,16.576212342418152,0.008,0.031,0.002983,0.000373788088643,3.22952908587552e-05,3.17951314320718e-05,0.987442219124891,1.5361316430282108,0.07445227727973415,3.1127962415471795e-05,0.047,0.026859417530377808,25.21607778761671,0.1366158454470361,19.237194296550825,0.8616751531895802
31,East Dallas,0.024,0.052000000000000005,0.887873957099268,0.778119137501553,0.144421028101607,8.10599574185204,16.576212342418152,0.0113,0.044000000000000004,0.004712,0.000590499091295,5.1019121487888e-05,5.02241566570306e-05,0.9045342552372596,1.4826428587460043,0.07696393645909494,3.4646030759085776e-05,0.047,0.026859417530377808,25.21607778761671,0.14290818280460188,19.960102730634976,0.8304672859712693
32,East Dallas,0.024,0.052000000000000005,0.791834746186505,0.742441473599434,0.13576361093900802,8.07339760014028,15.582539972746522,0.004,0.016,0.000999,0.000125141914616,1.08122614228224e-05,1.0691112252232001e-05,1.1023228951814856,1.578427090753672,0.06521006354355043,2.2153396459691776e-05,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.8731495165192636
33,East Dallas,0.024,0.052000000000000005,0.791834746186505,0.742441473599434,0.13576361093900802,8.07339760014028,15.582539972746522,0.0056,0.02,0.000828,0.00010378617483899999,8.9671255060896e-06,8.86110204689497e-06,1.0120369648396579,1.5248417006691068,0.06735145520584089,1.4698296955410583e-05,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8416771728392802
34,East Dallas,0.024,0.052000000000000005,0.7890366488699799,0.74136469186719,0.135504337017169,8.07239166803326,15.552781289819606,0.004,0.016,0.005179,0.000648969646338,5.60709774436032e-05,5.54316017360713e-05,1.100076950396354,1.5762823682934977,0.06507720029377675,0.00011521451240554436,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.8714820233085719
35,East Dallas,0.024,0.052000000000000005,0.7890366488699799,0.74136469186719,0.135504337017169,8.07239166803326,15.552781289819606,0.0056,0.02,0.002094,0.000262421219076,2.2673193328166397e-05,2.24123912020339e-05,1.009974685274995,1.5227694978025532,0.06721420969550193,3.727105940478808e-05,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8400697837899241
36,East Dallas,0.024,0.052000000000000005,0.785313387508077,0.7399283833103091,0.13515867992136302,8.07104778408613,15.513107805334284,0.004,0.016,0.00375,0.000469983552632,4.06065789474048e-05,4.01434867773721e-05,1.0970831912812542,1.5734212637791007,0.06490009862693928,8.375858714284027e-05,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.8692589657160628
37,East Dallas,0.024,0.052000000000000005,0.785313387508077,0.7399283833103091,0.13515867992136302,8.07104778408613,15.513107805334284,0.0056,0.02,0.0015279999999999998,0.00019147478070200005,1.65434210526528e-05,1.63571327455532e-05,1.0072257386989985,1.5200051293672825,0.0670312662274184,2.729909506878813e-05,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8379268554665127
38,East Dallas,0.024,0.052000000000000005,0.785313387508077,0.7399283833103091,0.13515867992136302,8.07104778408613,15.513107805334284,0.008,0.031,0.00046100000000000004,5.77739922723474e-05,4.9916729323308185e-06,4.93497264116495e-06,0.92000092060519,1.4653661281826609,0.06936726252115513,5.3141933425278265e-06,0.047,0.026859417530377808,25.21607778761671,0.1366158454470361,19.237194296550825,0.8064121808093264
39,East Dallas,0.024,0.052000000000000005,0.785313387508077,0.7399283833103091,0.13515867992136302,8.07104778408613,15.513107805334284,0.0113,0.044000000000000004,0.001813,0.00022725542154,1.9634868421056e-05,1.94080377406335e-05,0.8427502486606114,1.4143355705161615,0.07170693228393943,1.4727473234981824e-05,0.047,0.026859417530377808,25.21607778761671,0.14290818280460188,19.960102730634976,0.7772058097438849
40,East Dallas,0.024,0.052000000000000005,0.785313387508077,0.7399283833103091,0.13515867992136302,8.07104778408613,15.513107805334284,0.004,0.016,0.002693,0.000337504775926,2.9160412640006398e-05,2.88283759710568e-05,1.0970831912812542,1.5734212637791007,0.06490009862693928,6.014874994499518e-05,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.8692589657160628
41,East Dallas,0.024,0.052000000000000005,0.785313387508077,0.7399283833103091,0.13515867992136302,8.07104778408613,15.513107805334284,0.0056,0.02,0.000866,0.00010854700854700001,9.3784615384608e-06,9.27046921312113e-06,1.0072257386989985,1.5200051293672825,0.0670312662274184,1.5475850631049495e-05,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8379268554665127
42,East Dallas,0.024,0.052000000000000005,0.7946376870515759,0.743517870813902,0.13602291146747802,8.074401840951769,15.612301709502725,0.004,0.016,0.002566,0.00032151203372699996,2.7778639714012798e-05,2.7457439494226e-05,1.1045693749774719,1.5805708674863708,0.065342958442936,5.675337959470686e-05,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.8748171808477303
43,East Dallas,0.024,0.052000000000000005,0.7946376870515759,0.743517870813902,0.13602291146747802,8.074401840951769,15.612301709502725,0.0056,0.02,0.000346,4.33235867446394e-05,3.7431578947368403e-06,3.70236713367194e-06,1.0140997318293554,1.526912985739659,0.06748873315450624,6.117991753952183e-06,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8432847268385358
44,East Dallas,0.024,0.052000000000000005,0.791834746186505,0.742441473599434,0.13576361093900802,8.07339760014028,15.582539972746522,0.004,0.016,0.002646,0.000331571968673,2.8647818093347198e-05,2.83170000194252e-05,1.1023228951814856,1.578427090753672,0.06521006354355043,5.869692260561212e-05,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.8731495165192636
45,East Dallas,0.024,0.052000000000000005,0.791834746186505,0.742441473599434,0.13576361093900802,8.07339760014028,15.582539972746522,0.0056,0.02,0.0018859999999999999,0.000236333035317,2.04191742513888e-05,2.0183621329038505e-05,1.0120369648396579,1.5248417006691068,0.06735145520584089,3.346970961066275e-05,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8416771728392802
46,East Dallas,0.024,0.052000000000000005,0.791834746186505,0.742441473599434,0.13576361093900802,8.07339760014028,15.582539972746522,0.008,0.031,0.000719,9.01217468622822e-05,7.78651892890118e-06,7.69460431366846e-06,0.9243959055486004,1.4700292722416222,0.06969864053123963,8.23427590165179e-06,0.047,0.026859417530377808,25.21607778761671,0.1366158454470361,19.237194296550825,0.8100214476463665
47,East Dallas,0.024,0.052000000000000005,0.858497926312188,0.767458939546919,0.141820795174209,8.096401310629059,16.277765407710188,0.004,0.016,0.004572,0.0005729893730740001,4.95062818335936e-05,4.87896764061598e-05,1.1548781704190618,1.6282062689974592,0.06831907348317151,9.500561827338498e-05,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.912105665739616
48,East Dallas,0.024,0.052000000000000005,0.858497926312188,0.767458939546919,0.141820795174209,8.096401310629059,16.277765407710188,0.0056,0.02,0.001101,0.000137985195965,1.1921920931375999e-05,1.17492199744492e-05,1.0602936482165908,1.5729368361865623,0.0705629563285878,1.830312319392489e-05,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8792291624128413
49,East Dallas,0.024,0.052000000000000005,0.858497926312188,0.767458939546919,0.141820795174209,8.096401310629059,16.277765407710188,0.008,0.031,0.0008960000000000002,0.00011225914248,9.699189910272e-06,9.56158137793508e-06,0.9684777905293782,1.5163999142834452,0.07302237599650144,9.606888062420936e-06,0.047,0.026859417530377808,25.21607778761671,0.1366158454470361,19.237194296550825,0.84616109588438
50,East Dallas,0.024,0.052000000000000005,0.855586909557011,0.766390919395313,0.141560911941638,8.09543336372818,16.247936789925387,0.004,0.016,0.004386999999999999,0.0005496937946719999,4.74935438596608e-05,4.68210635514938e-05,1.1526199835251447,1.6260831051704243,0.06818548602754552,9.139415084163362e-05,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.9104342538104448
51,East Dallas,0.024,0.052000000000000005,0.855586909557011,0.766390919395313,0.141560911941638,8.09543336372818,16.247936789925387,0.0056,0.02,0.001663,0.000208365821962,1.80028070175168e-05,1.7748673053597898e-05,1.058220185087838,1.5708855236735495,0.07042496654769151,2.771494609867173e-05,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8776179958937292
52,East Dallas,0.024,0.052000000000000005,0.855586909557011,0.766390919395313,0.141560911941638,8.09543336372818,16.247936789925387,0.004,0.016,0.003886,0.00048696300937499994,4.207360401e-05,4.1474048999568e-05,1.1526199835251447,1.6260831051704243,0.06818548602754552,8.096429533040456e-05,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.9104342538104448
53,East Dallas,0.024,0.052000000000000005,0.855586909557011,0.766390919395313,0.141560911941638,8.09543336372818,16.247936789925387,0.0056,0.02,0.0023769999999999998,0.00029787176274,2.5736120300736e-05,2.5368969241372398e-05,1.058220185087838,1.5708855236735495,0.07042496654769151,3.962022068168646e-05,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8776179958937292
54,East Dallas,0.024,0.052000000000000005,0.8809763228175259,0.7756349917517992,0.143814080377152,8.10377073829398,16.506548703448374,0.004,0.016,0.009822,0.001230831940964,0.00010634387969900001,0.00010471925075399999,1.1722079541609451,1.6444540786376822,0.06934425068301378,0.0001998523413232151,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.924925271812237
55,East Dallas,0.024,0.052000000000000005,0.8809763228175259,0.7756349917517992,0.143814080377152,8.10377073829398,16.506548703448374,0.0056,0.02,0.004268999999999999,0.000534972616727,4.62216340852128e-05,4.5514811797063394e-05,1.076207771373872,1.5886367048932848,0.07162204743909648,6.949155376208502e-05,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.8915866906390841
56,East Dallas,0.024,0.052000000000000005,0.8809763228175259,0.7756349917517992,0.143814080377152,8.10377073829398,16.506548703448374,0.008,0.031,0.0019370000000000001,0.00024278891673599996,2.09769624059904e-05,2.0651719477842998e-05,0.9830133702716978,1.5315349921681616,0.07411834596055257,2.034687086436354e-05,0.047,0.026859417530377808,25.21607778761671,0.1366158454470361,19.237194296550825,0.8580538538516479
57,East Dallas,0.024,0.052000000000000005,0.9716639892219959,0.807427730179014,0.151628004324537,8.1317678538232,17.40340745235738,0.004,0.016,0.010675,0.001337734252455,0.00011558023941199999,0.000113421831093,1.2403039191190064,1.7075393404801855,0.07337260047179639,0.00020063805730679616,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,0.9751797094305958
58,East Dallas,0.024,0.052000000000000005,0.9716639892219959,0.807427730179014,0.151628004324537,8.1317678538232,17.40340745235738,0.0056,0.02,0.005762,0.000722017819187,6.23823395777568e-05,6.1221226300249e-05,1.1387314179303158,1.6495850504161684,0.07578302053262309,8.663260423621858e-05,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.9400297260837644
59,East Dallas,0.024,0.052000000000000005,0.9716639892219959,0.807427730179014,0.151628004324537,8.1317678538232,17.40340745235738,0.008,0.031,0.005152,0.0006455898770780001,5.577896537953921e-05,5.4739978809247296e-05,1.0401314236871315,1.59030143975368,0.0784249970923356,4.9975651867843784e-05,0.047,0.026859417530377808,25.21607778761671,0.1366158454470361,19.237194296550825,0.9046749325330548
60,East Dallas,0.024,0.052000000000000005,1.0239217732305699,0.8249572347393771,0.155978514907592,8.14677637830615,17.902746005548686,0.004,0.016,0.022172,0.002778483782038,0.000240060998768,0.00023514341268799998,1.2783252217733965,1.7422596533384895,0.07562182488048758,0.00039941400595693054,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,1.0031595649009468
61,East Dallas,0.024,0.052000000000000005,1.0239217732305699,0.8249572347393771,0.155978514907592,8.14677637830615,17.902746005548686,0.0056,0.02,0.00872,0.001092791894205,9.4417219659312e-05,9.247927830770359e-05,1.1736418820743018,1.683129671465014,0.0781063255537804,0.00012567325847673077,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.9670010582590564
62,East Dallas,0.024,0.052000000000000005,1.0239217732305699,0.824957234739376,0.155978514907592,8.14677637830615,17.902746005548686,0.008,0.031,0.002797,0.00035047997426099995,3.0281469776150404e-05,2.9663364842505407e-05,1.072021359134914,1.62264282202794,0.08082947025583401,2.600380620813077e-05,0.047,0.026859417530377808,25.21607778761671,0.1366158454470361,19.237194296550825,0.9306318649990764
63,East Dallas,0.024,0.052000000000000005,1.0313446586501098,0.827404015500657,0.156588111218571,8.1488480464304,17.972713641333925,0.004,0.016,0.026966000000000004,0.003379195032058,0.00029196245077,0.000285913099217,1.28365879910254,1.747102461999444,0.07593734306310741,0.0004829338807618002,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,1.0070801200520794
64,East Dallas,0.024,0.052000000000000005,1.0313446586501098,0.827404015500657,0.156588111218571,8.1488480464304,17.972713641333925,0.0056,0.02,0.013046,0.0016348575431629998,0.000141251691729,0.00013832315851,1.178539091441196,1.6878085073941718,0.07843223674948484,0.0001869150706769304,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.9707802984843962
65,East Dallas,0.024,0.052000000000000005,1.0313446586501098,0.827404015500659,0.156588111218572,8.1488480464304,17.97271364133404,0.008,0.031,0.0026780000000000003,0.000335564388402,2.89927631579328e-05,2.83940992250255e-05,1.0764948849398628,1.6271538610715963,0.08116677017799376,2.4751901665288898e-05,0.047,0.026859417530377808,25.21607778761671,0.1366158454470361,19.237194296550825,0.9342689668917312
66,East Dallas,0.024,0.052000000000000005,1.0313446586501098,0.827404015500659,0.156588111218572,8.1488480464304,17.97271364133404,0.0113,0.044000000000000004,0.00179,0.000224299028822,1.93794360902208e-05,1.89788788696026e-05,0.9861165862191924,1.5705027945111718,0.08390551694819579,1.1656525448694873e-05,0.047,0.026859417530377808,25.21607778761671,0.14290818280460188,19.960102730634976,0.9004319208111754
67,East Dallas,0.024,0.052000000000000005,1.0387937618238199,0.8298490153790999,0.1571978350643,8.15091262001798,18.04269591517516,0.004,0.016,0.023384000000000002,0.0029303304327119996,0.000253180549386,0.000247871335909,1.288994953539101,1.751940903144301,0.07625301369954922,0.0004163507485556613,0.047,0.026859417530377808,25.21607778761671,0.12926815917620407,17.84635927517316,1.0110014954296662
68,East Dallas,0.024,0.052000000000000005,1.0387937618238199,0.8298490153790999,0.1571978350643,8.15091262001798,18.04269591517516,0.0056,0.02,0.01299,0.0016278535809620001,0.000140646549395,0.000137694519905,1.1834386704215687,1.6924831263514906,0.07875830564389161,0.00018503252722815083,0.047,0.026859417530377808,25.21607778761671,0.1321705598181233,18.51367778002224,0.9745603293714384
69,East Dallas,0.024,0.052000000000000005,1.0387937618238199,0.829849015379099,0.1571978350643,8.15091262001798,18.04269591517516,0.008,0.031,0.003151,0.000394820864422,3.41125226860608e-05,3.3400726113955e-05,1.0809705820421969,1.6316608406315845,0.08150423381407201,2.8953504529642693e-05,0.047,0.026859417530377808,25.21607778761671,0.1366158454470361,19.237194296550825,0.9379068297090584
70,East Dallas,0.024,0.052000000000000005,1.0387937618238199,0.829849015379099,0.1571978350643,8.15091262001798,18.04269591517516,0.0113,0.044000000000000004,0.004598,0.000576225045372,4.97858439201408e-05,4.87389840279166e-05,0.990216957171404,1.5748533209946822,0.08425440444206075,2.9771601094943073e-05,0.047,0.026859417530377808,25.21607778761671,0.14290818280460188,19.960102730634976,0.9039380287097941
